46
1	-73.059644	-36.777125
177	-73.348238	-37.473676
178	-73.659732	-37.610344
179	-73.385438	-37.782106
180	-73.232263	-38.020181
181	-73.317625	-37.250717
182	-73.644763	-37.602161
183	-73.493973	-38.340707
184	-73.33389	-37.480875
185	-73.461624	-37.625632
186	-73.412452	-37.61351
187	-73.528968	-37.67084
188	-73.407553	-37.630219
189	-73.494325	-37.809144
190	-73.567349	-37.419381
191	-73.265056	-37.305508
192	-73.584809	-37.148935
193	-73.187097	-37.167861
194	-73.26101	-37.813178
195	-73.3989	-38.056818
196	-73.389824	-37.670275
197	-73.403664	-37.95894
198	-73.487061	-38.248043
199	-73.369549	-38.149884
200	-73.475558	-38.451113
201	-73.484709	-38.487269
202	-73.438787	-37.749466
203	-73.440379	-37.898121
204	-73.345782	-38.020034
205	-73.227162	-37.95655
206	-73.238548	-38.211369
207	-73.138828	-38.177245
208	-73.263346	-38.126981
209	-73.242004	-37.256338
210	-73.439988	-37.300532
211	-73.625633	-37.354571
212	-73.340959	-37.366952
213	-73.624634	-37.646226
214	-73.564681	-37.198209
215	-73.520028	-37.767062
216	-73.441912	-37.809964
217	-73.500305	-38.408959
218	-73.386238	-38.397307
219	-73.412484	-37.613491
220	-73.440062	-37.23139
221	-73.484511	-38.24758
7
1	3	7	12	38	-1
2	6	15	16	17	18	34	35	36	39	45	-1
3	4	19	20	22	27	28	29	41	-1
4	5	30	31	32	33	-1
5	2	9	37	-1
6	10	11	13	14	21	40	44	-1
7	8	23	24	25	26	42	43	46	-1
0	95.5	137.6	136	221.5	73.9	135.6	204.9	96.9	119.8	114.4	127.7	116.5	141.6	110.5	73	113.7	55.5	147.2	167.7	122	156.6	192.2	180.1	220.7	224.1	132.1	154.9	167.2	167.3	210.1	235.7	197.1	68.3	90.5	110.7	83.5	144.6	102.5	136.8	143.3	214	219.3	114.4	91.7	191.9
95.4	0	56.6	44.5	82	31	54.6	113.3	1.7	28.3	22.8	36.2	25	50.1	61.8	24.2	71.9	39.5	55.7	76.2	30.4	65.1	100.7	88.6	129.2	132.6	40.6	63.4	75.6	75.8	118.6	118.7	105.5	28.6	48.8	68.9	13.1	45.9	60.7	45.3	51.8	122.5	127.8	22.8	49.9	100.4
137.8	56.7	0	50.5	88.1	64.7	1.9	119.4	58.1	25.7	30.6	20	31	48.8	27	66.6	89.4	81.9	61.7	82.2	36.5	71.1	106.7	94.6	135.2	138.6	46.6	69.4	81.7	81.8	124.6	124.7	111.6	72.1	51.2	45.9	56.4	7.6	78.2	40.4	57.8	128.5	133.8	30.6	67.4	106.4
136.2	45.3	50.3	0	38	71.8	50.2	69.3	46.5	25.6	21.7	33.5	19.7	23.2	75.3	65	112.7	80.3	14.4	32.2	14.1	21.1	56.7	44.6	85.2	88.6	10.9	19.4	31.6	31.8	74.6	74.7	61.5	69.3	89.5	94.2	53.9	43.3	101.4	42.6	7.8	78.5	83.8	21.7	90.7	56.4
173.9	83	88.1	38.3	0	109.5	88	61.8	84.2	63.4	59.5	71.3	57.4	56.6	113.1	102.7	150.4	118	48.6	25.1	51.8	39.7	49.2	37.1	77.7	81.1	44.2	38	19	10.4	32.2	77.2	19.2	107.1	127.2	131.9	91.6	81	139.2	80.3	40.6	71	76.3	59.5	128.4	48.9
74	31.2	64.8	71.8	109.3	0	62.8	140.6	32.6	55.5	50.1	63.4	52.2	77.4	37.7	14.4	40.9	18.1	82.9	103.4	57.7	92.3	127.9	115.8	156.4	159.8	67.8	90.6	102.9	103	145.8	145.9	132.8	8.2	17.7	37.9	18.3	71.8	29.7	72.5	79.1	149.7	155	50.1	18.9	127.6
135.9	54.8	2	52	89.5	62.7	0	120.8	56.2	27.1	32.1	21.5	32.5	50.2	25.1	64.6	87.5	80	63.1	83.6	37.9	72.5	108.1	96	136.6	140	48	70.8	83.1	83.3	126.1	126.1	113	70.1	49.3	43.9	54.5	9	76.2	41.8	59.3	129.9	135.3	32.1	65.5	107.9
205	114.1	119.1	69.3	61.8	140.6	119.1	0	115.3	94.4	90.5	102.4	88.5	87.6	144.1	133.8	181.5	149.1	79.7	37.2	82.9	48.3	12.7	30.1	15.8	19.2	75.3	68.2	48.5	81.5	79.2	85.9	66.2	138.1	158.3	163	122.7	112.1	170.2	111.4	71.7	9.1	14.5	90.5	159.5	12.9
97	1.7	58.2	45.4	82.9	32.6	56.1	114.2	0	29.2	23.7	37.1	25.9	51	63.4	25.8	73.5	41.1	56.5	77	31.3	65.9	101.5	89.4	130.1	133.4	41.5	64.2	76.5	76.7	119.5	119.5	106.4	30.2	50.3	70.5	14.7	46.8	62.3	46.1	52.7	123.3	128.7	23.7	51.5	101.3
119.9	29	25.3	25.4	62.9	55.5	25.2	94.2	30.2	0	5.5	8.5	5.9	23.6	50.3	48.7	96.4	64	36.5	57	11.3	45.9	81.5	69.4	110	113.4	21.4	44.2	56.5	56.7	99.5	99.5	86.4	53.1	74.5	69.2	37.6	18.3	85.2	17.6	32.7	103.3	108.7	5.5	74.4	81.3
